hsa:1803,D09625
hsa:5143,D02985
hsa:5742,D07294
hsa:765,D07871
hsa:5153,D01771
hsa:5140,D04006
hsa:5150,D00691
hsa:5290,D10718
hsa:5141,D03516
hsa:9759,D09338
hsa:480,D07520
hsa:109,D01697
hsa:11261,D05480
hsa:27115,D07546
hsa:5742,D01183
hsa:231,D03805
hsa:495,D01920
hsa:10846,D02017
hsa:3242,D05177
hsa:1551,D09881
hsa:5136,D02218
hsa:5142,D05429
hsa:142,D10157
hsa:3065,D10019
hsa:7357,D09893
hsa:4311,D03349
hsa:27115,D00718
hsa:6716,D01134
hsa:5742,D04490
hsa:5140,D07439
hsa:5742,D00810
hsa:4023,D03747
hsa:27115,D07425
hsa:5742,D08363
hsa:5144,D02218
hsa:5139,D06104
hsa:5141,D11314
hsa:23632,D00218
hsa:5291,D10616
hsa:5742,D01122
hsa:771,D00655
hsa:5136,D07425
hsa:5141,D06132
hsa:1991,D01918
hsa:3620,D11049
hsa:5143,D05612
hsa:4312,D03795
hsa:5742,D01547
hsa:8654,D08668
hsa:834,D09938
hsa:2224,D10515
hsa:5742,D01090
hsa:5137,D05278
hsa:50940,D01771
hsa:4846,D05479
hsa:6240,D07966
hsa:1374,D05292
hsa:4128,D02563
hsa:43,D03239
hsa:5139,D02085
hsa:8639,D08044
hsa:5140,D04720
hsa:5139,D01896
hsa:5136,D07546
hsa:1586,D00420
hsa:2224,D04486
hsa:5142,D08860
hsa:5153,D02218
hsa:5141,D08238
hsa:5141,D02218
hsa:760,D00537
hsa:5144,D05612
hsa:5151,D00718
hsa:50940,D06132
hsa:7150,D05385
hsa:5136,D03075
hsa:487,D10715
hsa:102,D09320
hsa:4129,D10191
hsa:765,D03845
hsa:10013,D10322
hsa:761,D01822
hsa:3099,D07257
hsa:3065,D08870
hsa:5138,D00227
hsa:8654,D09621
hsa:5144,D00528
hsa:9759,D08870
hsa:3066,D10977
hsa:5136,D07961
hsa:377677,D07871
hsa:4129,D03733
hsa:5137,D02017
hsa:477,D06881
hsa:2548,D09606
