hsa:776,D07943
hsa:2902,D04728
hsa:1143,D00760
hsa:3784,D04192
hsa:2560,D04882
hsa:2905,D00711
hsa:55879,D00225
hsa:2562,D00058
hsa:6323,D00637
hsa:2558,D07784
hsa:6326,D02272
hsa:2557,D00701
hsa:2568,D00701
hsa:1135,D02207
hsa:6328,D02088
hsa:6328,D07993
hsa:2559,D01286
hsa:2555,D00387
hsa:3359,D01838
hsa:5029,D03685
hsa:2557,D03180
hsa:3359,D05685
hsa:2568,D03180
hsa:2567,D05028
hsa:6323,D08421
hsa:6334,D11155
hsa:2564,D03737
hsa:1137,D00765
hsa:2558,D00457
hsa:6329,D00375
hsa:1141,D00611
hsa:6331,D00477
hsa:11280,D02907
hsa:6323,D02220
hsa:55584,D05157
hsa:2565,D00506
hsa:6323,D02096
hsa:2562,D00537
hsa:775,D03067
hsa:2905,D00536
hsa:774,D08686
hsa:2555,D01354
hsa:6326,D07468
hsa:9177,D07175
hsa:2554,D00694
hsa:2565,D01286
hsa:2560,D01254
hsa:200909,D10170
hsa:2563,D05346
hsa:11280,D08435
hsa:6331,D08394
hsa:6326,D02103
hsa:6329,D06203
hsa:6335,D00741
hsa:9177,D00677
hsa:2558,D00550
hsa:6328,D07962
hsa:6336,D02220
hsa:3757,D07520
hsa:6323,D02969
hsa:170572,D00283
hsa:55879,D02770
hsa:775,D11102
hsa:2566,D01278
hsa:6336,D09215
hsa:55879,D01514
hsa:2905,D06146
hsa:2902,D00848
hsa:2565,D02640
hsa:2562,D11149
hsa:2893,D08964
hsa:2567,D01292
hsa:2558,D00280
hsa:2562,D01657
hsa:2557,D00706
hsa:2568,D00706
hsa:55879,D00694
hsa:2554,D03155
hsa:6334,D08422
hsa:2560,D01310
hsa:775,D05442
hsa:3752,D03547
hsa:6326,D00740
hsa:610,D07165
hsa:775,D01969
hsa:5029,D03864
hsa:2903,D04728
hsa:776,D04657
hsa:2557,D07784
hsa:2568,D07784
hsa:55879,D00695
hsa:6331,D08490
hsa:1143,D00763
hsa:6334,D06203
hsa:2563,D01657
hsa:6335,D09612
hsa:775,D03536
hsa:170572,D05348
hsa:2555,D04721
hsa:2559,D08690
hsa:55879,D00058
hsa:285242,D02829
hsa:2560,D00500
hsa:2561,D00457
hsa:200909,D00725
hsa:2558,D01230
hsa:6331,D01967
hsa:6334,D02910
hsa:2554,D01744
hsa:2559,D00329
hsa:776,D02356
hsa:9177,D07129
hsa:6336,D09612
hsa:6329,D01287
hsa:6335,D00638
hsa:2564,D01245
hsa:3359,D03662
hsa:2902,D05714
hsa:3752,D01856
hsa:2905,D07589
hsa:285242,D06358
hsa:2561,D07784
hsa:11280,D00739
hsa:3752,D07520
hsa:2555,D03737
hsa:6326,D03492
hsa:2564,D00506
hsa:2564,D01253
hsa:3752,D04127
hsa:57657,D08095
hsa:55879,D02252
hsa:1143,D00611
hsa:2904,D05714
hsa:2904,D05145
hsa:1134,D02202
hsa:3750,D04127
hsa:1142,D00759
hsa:2562,D01278
hsa:2559,D00376
hsa:2904,D06204
hsa:2905,D11299
hsa:6328,D00553
hsa:6326,D00375
hsa:2892,D09035
hsa:3359,D09749
hsa:2566,D11149
hsa:55879,D08840
hsa:6334,D02103
hsa:7224,D02013
hsa:2565,D01071
hsa:2559,D06106
hsa:2902,D07058
hsa:6336,D00738
hsa:1141,D08669
hsa:1141,D09368
hsa:2905,D09917
hsa:2562,D01354
hsa:2567,D04282
hsa:2555,D02616
hsa:775,D01173
hsa:2891,D00775
hsa:2559,D00693
hsa:6323,D01287
hsa:6331,D00642
hsa:2563,D00293
hsa:6335,D00640
hsa:2554,D01657
hsa:1139,D08138
hsa:3359,D00678
hsa:6326,D05708
hsa:1139,D00765
hsa:2560,D08840
hsa:6334,D05708
hsa:2561,D00696
hsa:170572,D03496
hsa:285242,D10184
hsa:2567,D07298
hsa:6335,D08435
hsa:2560,D00549
hsa:2567,D05980
hsa:2565,D00293
hsa:2559,D01328
hsa:2562,D00338
hsa:2563,D01268
hsa:2556,D02594
hsa:2557,D02640
hsa:2564,D01071
hsa:2567,D00701
hsa:2568,D02640
hsa:6326,D02906
hsa:2556,D00267
hsa:2567,D02624
hsa:55879,D01279
hsa:2556,D02283
hsa:2554,D02770
hsa:1145,D00761
hsa:1137,D02207
hsa:170572,D10171
hsa:11280,D02088
hsa:2556,D01245
hsa:2561,D06887
hsa:779,D08111
hsa:2555,D00506
hsa:2554,D00387
hsa:2566,D02640
hsa:3760,D07520
hsa:2559,D00225
hsa:2554,D05980
hsa:2557,D01278
hsa:2562,D00370
hsa:2568,D01278
hsa:6334,D03492
hsa:6335,D08377
hsa:6338,D07447
hsa:11280,D01455
hsa:2564,D00430
hsa:6335,D02096
hsa:348980,D08095
hsa:6323,D02103
hsa:2554,D01758
hsa:6331,D00512
hsa:55879,D00555
hsa:2564,D05346
hsa:6326,D02086
hsa:9177,D02829
hsa:2555,D02624
hsa:776,D09789
hsa:2566,D00696
hsa:2555,D00311
hsa:2567,D00531
hsa:2560,D00457
hsa:6326,D00512
hsa:6340,D07447
hsa:2565,D00225
hsa:2567,D00706
hsa:6263,D10304
